trade_id,instrument_type,counterparty,currency,notional,pv
FX-OPT-000100,FxOption,CP003,USD,33887783.47,1644993.50
FX-OPT-000077,FxOption,CP005,EUR,47323269.11,2225256.02
EQ-OPT-000015,EquityOption,CP002,USD,14775878.59,580791.33
IRS-000164,IRS,CP003,USD,457855377.29,9946379.11
EQ-OPT-000145,EquityOption,CP002,JPY,6673718.34,-1624530.15
CDS-000066,CDS,CP004,USD,21692208.68,952414.64
IRS-000172,IRS,CP003,USD,106363738.24,2836011.28
FX-OPT-000106,FxOption,CP005,EUR,9912164.78,-15334004.57
IRS-000027,IRS,CP003,USD,210617095.02,980190.31
EQ-FWD-000068,EquityForward,CP002,EUR,10093092.93,572751.83
IRS-000048,IRS,CP005,GBP,56125629.99,173869.68
FX-OPT-000054,FxOption,CP002,EUR,4008611.99,-6060154.45
EQ-FWD-000060,EquityForward,CP005,USD,11996395.11,474649.45
FX-OPT-000060,FxOption,CP004,GBP,32372726.79,1458497.72
FX-FWD-000036,FxForward,CP003,USD,49577703.35,-66878336.78
EQ-OPT-000096,EquityOption,CP002,USD,25651738.81,668150.28
FX-FWD-000072,FxForward,CP005,EUR,52727398.43,-79660651.23
EQ-OPT-000082,EquityOption,CP005,EUR,20562455.94,1164053.06
FX-FWD-000017,FxForward,CP003,EUR,34481234.60,-51601819.42
EQ-OPT-000121,EquityOption,CP005,EUR,14903256.81,842495.74
EQ-OPT-000088,EquityOption,CP005,JPY,28953590.99,-7018459.90
CDS-000124,CDS,CP001,USD,73529148.99,3265864.80
IRS-000157,IRS,CP002,JPY,377652668.70,6637313.21
CDS-000093,CDS,CP004,USD,77654236.33,3563397.53
CDS-000084,CDS,CP004,USD,29103645.62,1451998.37
IRS-000024,IRS,CP001,JPY,103605708.24,3140227.95
CDS-000064,CDS,CP001,USD,29273217.62,1389478.68
EQ-OPT-000057,EquityOption,CP004,USD,6387701.98,280462.19
CDS-000091,CDS,CP002,USD,8620089.33,379722.10
EQ-OPT-000197,EquityOption,CP001,USD,35374506.40,1570673.47
CDS-000095,CDS,CP002,USD,86432006.63,3818906.91
FX-OPT-000033,FxOption,CP003,USD,21386434.07,1050478.77
IRS-000116,IRS,CP005,EUR,186826483.30,1740132.08
EQ-OPT-000072,EquityOption,CP002,USD,3762369.78,78693.22
IRS-000183,IRS,CP004,EUR,305198762.41,5323858.71
FX-OPT-000143,FxOption,CP003,EUR,43637518.40,2036504.09
FX-FWD-000119,FxForward,CP004,EUR,26438816.85,-40779636.45
IRS-000142,IRS,CP005,JPY,139324543.55,2035453.69
FX-FWD-000043,FxForward,CP001,USD,43613584.26,2121609.31
FX-OPT-000148,FxOption,CP003,USD,23032335.90,1114088.55
FX-OPT-000061,FxOption,CP002,EUR,10518585.55,502367.75
EQ-FWD-000071,EquityForward,CP003,USD,18504847.34,731559.87
IRS-000045,IRS,CP002,USD,191036976.11,1320237.55
EQ-OPT-000185,EquityOption,CP002,USD,47019838.40,1923324.46
IRS-000187,IRS,CP002,GBP,320130561.47,11140003.45
FX-OPT-000120,FxOption,CP002,EUR,12890335.28,613039.46
CDS-000056,CDS,CP002,USD,75739679.64,3827414.82
IRS-000149,IRS,CP005,USD,478385549.34,4088160.88
FX-OPT-000149,FxOption,CP001,EUR,41632156.04,2010746.27
EQ-OPT-000130,EquityOption,CP004,EUR,4346214.69,247088.16
CDS-000135,CDS,CP001,USD,27992250.61,1346375.51
EQ-OPT-000031,EquityOption,CP005,EUR,37570859.47,2129238.47
EQ-OPT-000004,EquityOption,CP004,JPY,42212978.15,-8829968.32
IRS-000036,IRS,CP001,USD,297576560.52,8039339.05
FX-FWD-000009,FxForward,CP004,EUR,35251394.73,-54157391.21
FX-FWD-000087,FxForward,CP002,USD,59487203.49,-81764414.38
CDS-000040,CDS,CP001,USD,40071867.20,2010407.99
CDS-000065,CDS,CP005,USD,93250159.48,4704381.54
EQ-OPT-000064,EquityOption,CP005,EUR,44942479.63,2548132.29
IRS-000162,IRS,CP004,GBP,455412576.85,5916306.51
IRS-000163,IRS,CP002,GBP,417551732.55,7437281.72
FX-OPT-000111,FxOption,CP003,USD,4114489.76,201976.37
IRS-000173,IRS,CP005,USD,176158521.74,2175053.34
CDS-000134,CDS,CP002,USD,42819351.71,2104413.90
FX-FWD-000084,FxForward,CP003,USD,93219566.64,-127494655.85
FX-FWD-000061,FxForward,CP003,USD,71250670.72,3467320.24
IRS-000021,IRS,CP001,JPY,322705481.46,10809477.46
IRS-000099,IRS,CP003,USD,180464821.17,3099154.62
CDS-000058,CDS,CP001,USD,52742085.88,2296317.09
EQ-FWD-000065,EquityForward,CP004,USD,7016557.31,274627.16
EQ-OPT-000146,EquityOption,CP004,EUR,30758971.87,1745652.54
EQ-FWD-000019,EquityForward,CP005,USD,4920825.20,213871.66
FX-OPT-000057,FxOption,CP004,USD,34452789.22,-44544580.78
CDS-000067,CDS,CP005,USD,76232687.91,3442379.14
EQ-OPT-000044,EquityOption,CP003,USD,14361502.21,534130.97
IRS-000136,IRS,CP003,JPY,443993905.77,14104174.73
EQ-FWD-000116,EquityForward,CP004,USD,15745287.20,689794.78
FX-OPT-000021,FxOption,CP005,USD,22020919.45,1059906.25
EQ-OPT-000190,EquityOption,CP004,USD,37269741.99,1669088.64
IRS-000128,IRS,CP002,EUR,489632286.18,14586465.42
FX-OPT-000131,FxOption,CP002,USD,15279523.72,749957.72
EQ-OPT-000176,EquityOption,CP002,JPY,35653654.89,-7805420.22
CDS-000115,CDS,CP004,USD,80161458.67,3945805.70
IRS-000085,IRS,CP004,JPY,236932132.84,3318115.18
EQ-OPT-000198,EquityOption,CP001,EUR,35644183.12,2018806.94
EQ-OPT-000081,EquityOption,CP001,USD,8562736.52,390440.16
FX-FWD-000106,FxForward,CP005,GBP,28971501.78,1311202.23
IRS-000200,IRS,CP001,USD,249440491.35,5549418.89
IRS-000144,IRS,CP005,JPY,321142371.59,5498667.96
IRS-000015,IRS,CP003,USD,396704505.79,2270531.02
FX-FWD-000048,FxForward,CP003,USD,25855546.25,1259748.62
FX-OPT-000088,FxOption,CP003,USD,17494984.17,-23355930.55
EQ-OPT-000056,EquityOption,CP003,EUR,47825140.53,2708637.16
FX-FWD-000012,FxForward,CP004,EUR,23640792.83,-36425600.81
IRS-000161,IRS,CP005,JPY,376125687.62,12061765.48
FX-FWD-000022,FxForward,CP001,GBP,11155022.60,507692.02
CDS-000144,CDS,CP001,USD,91305959.97,4129113.60
CDS-000007,CDS,CP004,USD,54602235.38,2531496.76
FX-OPT-000049,FxOption,CP001,EUR,15364606.64,720504.37
FX-FWD-000125,FxForward,CP001,EUR,66988077.35,3190744.72
EQ-FWD-000120,EquityForward,CP002,USD,13944267.98,272428.62
FX-FWD-000065,FxForward,CP003,GBP,54105724.54,2457834.49
IRS-000117,IRS,CP001,GBP,411950108.77,3795813.91
FX-OPT-000052,FxOption,CP004,GBP,43340448.00,1949745.22
IRS-000189,IRS,CP005,USD,441213268.48,8726683.92
EQ-OPT-000111,EquityOption,CP001,USD,31475851.62,518014.49
EQ-FWD-000038,EquityForward,CP001,USD,4023137.19,84765.68
IRS-000088,IRS,CP001,GBP,285814281.91,8859506.90
FX-FWD-000102,FxForward,CP005,USD,28384897.96,-38768345.44
EQ-OPT-000078,EquityOption,CP001,USD,33526917.46,646043.94
FX-FWD-000073,FxForward,CP003,GBP,42011744.36,1909101.34
IRS-000148,IRS,CP005,USD,338436389.81,4957417.90
FX-FWD-000038,FxForward,CP001,USD,81666085.61,3962965.85
EQ-FWD-000028,EquityForward,CP003,USD,4100199.93,179084.68
FX-FWD-000117,FxForward,CP002,USD,10098147.77,490760.25
CDS-000030,CDS,CP001,USD,72194164.75,3153479.52
IRS-000155,IRS,CP003,EUR,68069523.44,1615104.48
EQ-OPT-000048,EquityOption,CP004,JPY,48444753.63,-11224393.41
IRS-000129,IRS,CP002,EUR,308159638.04,9394360.63
EQ-OPT-000158,EquityOption,CP001,USD,1892598.63,47909.74
FX-FWD-000016,FxForward,CP005,EUR,24117486.14,-36175962.19
EQ-OPT-000148,EquityOption,CP004,USD,45801236.08,924379.13
EQ-OPT-000116,EquityOption,CP005,EUR,39623585.86,2241728.22
EQ-FWD-000117,EquityForward,CP005,JPY,19140650.27,-4309365.52
EQ-OPT-000187,EquityOption,CP003,EUR,45910401.25,2609599.39
IRS-000113,IRS,CP003,USD,249531743.63,4299422.84
CDS-000139,CDS,CP005,USD,54630781.96,2799794.12
FX-OPT-000075,FxOption,CP002,USD,4226911.19,206253.89
EQ-OPT-000174,EquityOption,CP001,JPY,31596098.19,-6574194.22
FX-OPT-000078,FxOption,CP002,EUR,38617301.21,-59402410.63
EQ-FWD-000057,EquityForward,CP004,EUR,16855812.45,956094.89
EQ-OPT-000005,EquityOption,CP004,USD,49041434.20,1979019.48
FX-OPT-000066,FxOption,CP003,EUR,25435849.19,-37833038.68
CDS-000006,CDS,CP005,USD,61024395.82,3089837.21
IRS-000197,IRS,CP002,EUR,138923597.19,329875.98
EQ-OPT-000110,EquityOption,CP005,JPY,3034952.17,-674242.60
EQ-OPT-000193,EquityOption,CP002,USD,19700011.58,864336.88
FX-FWD-000067,FxForward,CP004,USD,94865723.49,4609367.86
FX-OPT-000139,FxOption,CP001,EUR,34295503.59,1671198.04
CDS-000133,CDS,CP002,USD,82002669.10,4158150.93
EQ-OPT-000170,EquityOption,CP003,USD,2603575.83,116081.31
FX-FWD-000021,FxForward,CP005,GBP,67919171.36,3085948.29
EQ-FWD-000097,EquityForward,CP002,USD,1236983.52,54090.36
IRS-000029,IRS,CP001,USD,92492359.43,1469485.99
FX-FWD-000042,FxForward,CP004,USD,65229639.28,-91283062.59
FX-OPT-000008,FxOption,CP002,EUR,25244383.38,-39074000.80
EQ-OPT-000161,EquityOption,CP003,JPY,16501303.79,-3970288.19
CDS-000089,CDS,CP001,USD,49469951.12,2412553.54
IRS-000181,IRS,CP004,USD,425843541.28,516519.82
IRS-000096,IRS,CP003,GBP,97546240.66,2597246.25
IRS-000132,IRS,CP005,GBP,199564623.11,792986.13
CDS-000075,CDS,CP004,USD,34862313.95,1727919.33
FX-FWD-000142,FxForward,CP004,EUR,9393039.24,447438.37
CDS-000048,CDS,CP003,USD,69457910.42,2808436.71
FX-OPT-000036,FxOption,CP001,GBP,1648448.65,75713.05
EQ-FWD-000044,EquityForward,CP005,USD,12576080.09,495925.09
FX-FWD-000050,FxForward,CP003,EUR,48735688.96,-75381805.88
FX-OPT-000136,FxOption,CP005,USD,6450079.30,310912.48
FX-OPT-000041,FxOption,CP005,USD,45585088.21,-56911405.04
EQ-FWD-000027,EquityForward,CP001,USD,9515747.16,183731.24
FX-OPT-000059,FxOption,CP004,USD,35807069.94,-48151694.69
FX-OPT-000015,FxOption,CP001,USD,6284236.09,305254.89
EQ-OPT-000017,EquityOption,CP001,EUR,42237926.54,2400210.69
CDS-000005,CDS,CP004,USD,68424676.86,3510920.50
EQ-FWD-000014,EquityForward,CP001,EUR,9202981.12,521337.93
IRS-000169,IRS,CP002,JPY,283053129.05,2012003.66
FX-FWD-000001,FxForward,CP005,GBP,78847713.28,3598952.15
FX-FWD-000055,FxForward,CP004,EUR,32353770.31,1545583.75
FX-OPT-000042,FxOption,CP004,USD,4022215.57,197164.24
IRS-000023,IRS,CP004,EUR,263814406.27,1385775.18
EQ-OPT-000103,EquityOption,CP002,USD,21956843.99,879839.14
